docker_images,rewards,exp_names,num_steps,patch_sizes,exit_reasons,p2p_rates,avg_yes_prob,gt_correct,regression_pass_count
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4075,1.0,r2egym-qwen3-rl-100-steps-attempt-2,25,2843,agent,958,0.8807970654616711,True,958
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13551,0.0,r2egym-qwen3-rl-100-steps-attempt-2,72,1809,token_limit,17,0.0004878571662085,False,17
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15382,0.0,r2egym-qwen3-rl-100-steps-attempt-2,72,2574,token_limit,161,0.7772998663336158,False,161
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16116,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,3897,abs_step_limit,137,0.5312093733737563,True,138
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10908,0.0,r2egym-qwen3-rl-100-steps-attempt-2,42,1482,agent_max_step_limit,47,0.8175744695262777,False,48
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7985,0.0,r2egym-qwen3-rl-100-steps-attempt-2,98,2615,token_limit,3,0.7310585786300049,False,5
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14373,1.0,r2egym-qwen3-rl-100-steps-attempt-2,33,3252,agent,19,0.7981867777396212,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14140,0.0,r2egym-qwen3-rl-100-steps-attempt-2,38,4046,agent,199,0.8175744761936437,False,200
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-9296,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1813,abs_step_limit,14,0.4378234991142019,False,14
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10973,0.0,r2egym-qwen3-rl-100-steps-attempt-2,83,2133,token_limit,0,0.8670357683915538,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20916,0.0,r2egym-qwen3-rl-100-steps-attempt-2,50,0,token_limit,1,5.829125155090741e-05,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15104,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,2863,max_step_limit,131,0.7549149868676283,True,131
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23412,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,601,abs_step_limit,46,3.535624645301452e-05,False,46
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-16450,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,0,abs_step_limit,38,2.144494328591592e-05,False,40
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15499,1.0,r2egym-qwen3-rl-100-steps-attempt-2,87,5281,token_limit,35,0.8670357649558006,True,35
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14351,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,4094,abs_step_limit,57,0.7772998663336158,False,57
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25102,0.0,r2egym-qwen3-rl-100-steps-attempt-2,42,5915,agent_max_step_limit,59,0.7549149978955811,False,59
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-10051,0.0,r2egym-qwen3-rl-100-steps-attempt-2,52,1012,token_limit,14,0.1645164608483867,False,14
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13439,1.0,r2egym-qwen3-rl-100-steps-attempt-2,40,3443,agent,40,0.8354835371034368,True,42
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15128,1.0,r2egym-qwen3-rl-100-steps-attempt-2,68,7946,token_limit,282,0.4073334000459302,True,282
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-4094,1.0,r2egym-qwen3-rl-100-steps-attempt-2,47,689,agent_max_step_limit,862,0.8354835309589073,True,867
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16256,0.0,r2egym-qwen3-rl-100-steps-attempt-2,46,1626,agent_max_step_limit,53,0.3486451421018059,False,53
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26342,0.0,r2egym-qwen3-rl-100-steps-attempt-2,44,0,token_limit,81,6.605213670529732e-05,False,81
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24177,0.0,r2egym-qwen3-rl-100-steps-attempt-2,32,1973,agent,768,0.8354835411997898,False,768
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9281,0.0,r2egym-qwen3-rl-100-steps-attempt-2,29,22886,llm_query_error,38,0.0,False,38
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13124,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,5867,max_step_limit,60,0.679178699175393,True,61
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8548,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2765,abs_step_limit,5,0.6791786861878392,False,4
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11292,0.0,r2egym-qwen3-rl-100-steps-attempt-2,56,0,token_limit,31,3.120191506550783e-05,False,31
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14983,0.0,r2egym-qwen3-rl-100-steps-attempt-2,48,1636,agent_max_step_limit,105,0.5312093733737563,False,105
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8056,0.0,r2egym-qwen3-rl-100-steps-attempt-2,41,906,token_limit,40,0.000335350262982,False,39
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7432,1.0,r2egym-qwen3-rl-100-steps-attempt-2,19,2493,agent,77,0.7549149868676284,True,76
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-11578,1.0,r2egym-qwen3-rl-100-steps-attempt-2,34,2916,agent,93,0.8354835309589074,True,89
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7233,1.0,r2egym-qwen3-rl-100-steps-attempt-2,20,1324,agent,189,0.8354835432479661,True,189
slimshetty/swebench-verified:sweb.eval.x86_64.pylint-dev__pylint-4604,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1419,abs_step_limit,0,0.0017007223483838,False,20
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15345,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1417,abs_step_limit,5,0.0140636300908485,False,5
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11299,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,3554,abs_step_limit,98,0.7310585903489892,False,99
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12273,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1694,abs_step_limit,27,0.0006263340779168,False,27
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13933,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,3078,abs_step_limit,19,0.6224593241981982,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14855,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,3436,abs_step_limit,325,0.8354835330070839,True,325
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15987,1.0,r2egym-qwen3-rl-100-steps-attempt-2,78,3958,token_limit,52,0.8933094032139576,True,53
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-23314,1.0,r2egym-qwen3-rl-100-steps-attempt-2,42,1162,agent_max_step_limit,862,0.8519528019683105,True,862
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7236,1.0,r2egym-qwen3-rl-100-steps-attempt-2,23,1404,agent,51,0.7772998508568416,True,50
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13568,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,4659,abs_step_limit,12,0.2018132294614237,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8721,0.0,r2egym-qwen3-rl-100-steps-attempt-2,58,906,token_limit,3,0.0006263342322538,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20438,0.0,r2egym-qwen3-rl-100-steps-attempt-2,36,0,token_limit,93,8.481106132783505e-05,False,94
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11740,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,4219,abs_step_limit,109,0.6513548714339145,True,109
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14539,0.0,r2egym-qwen3-rl-100-steps-attempt-2,55,5431,token_limit,14,0.0066928509242848,False,14
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15467,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,4030,abs_step_limit,62,0.8670357477770337,True,62
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14034,0.0,r2egym-qwen3-rl-100-steps-attempt-2,72,0,token_limit,12,1.1478764016780948e-05,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-22914,1.0,r2egym-qwen3-rl-100-steps-attempt-2,70,3564,agent_max_step_limit,17,0.8670357683915538,True,18
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-2317,1.0,r2egym-qwen3-rl-100-steps-attempt-2,21,1485,agent,133,0.8175744739711883,True,0
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14710,0.0,r2egym-qwen3-rl-100-steps-attempt-2,23,1751,agent,0,0.8519527982093668,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13344,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,0,abs_step_limit,356,7.484622689092787e-05,False,356
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16502,0.0,r2egym-qwen3-rl-100-steps-attempt-2,44,503,agent_max_step_limit,4,0.6513548646660543,False,4
slimshetty/swebench-verified:sweb.eval.x86_64.psf__requests-1921,1.0,r2egym-qwen3-rl-100-steps-attempt-2,36,3207,agent,107,0.8175744850834648,True,118
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12663,0.0,r2egym-qwen3-rl-100-steps-attempt-2,90,2763,token_limit,135,0.3775406758018018,False,135
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12965,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2664,abs_step_limit,52,0.0009110510521973,False,52
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14752,1.0,r2egym-qwen3-rl-100-steps-attempt-2,65,5218,token_limit,15,0.4378234991142019,True,15
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15127,0.0,r2egym-qwen3-rl-100-steps-attempt-2,15,1565,agent,1,0.7549149758396752,False,1
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11880,1.0,r2egym-qwen3-rl-100-steps-attempt-2,49,1686,token_limit,114,0.7772998663336158,True,114
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16631,0.0,r2egym-qwen3-rl-100-steps-attempt-2,37,0,token_limit,12,4.006370170788174e-05,False,12
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14493,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,2528,max_step_limit,36,0.7549149813536518,True,36
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20801,0.0,r2egym-qwen3-rl-100-steps-attempt-2,57,1155,token_limit,96,0.8807970889295664,False,96
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-25960,0.0,r2egym-qwen3-rl-100-steps-attempt-2,62,1483,agent_max_step_limit,131,0.8519528038477825,False,131
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-21568,0.0,r2egym-qwen3-rl-100-steps-attempt-2,51,1163,agent_max_step_limit,73,0.1645164588002102,False,76
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14894,1.0,r2egym-qwen3-rl-100-steps-attempt-2,56,1810,token_limit,85,0.9046505395995929,True,85
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-21930,0.0,r2egym-qwen3-rl-100-steps-attempt-2,57,451,token_limit,45,0.0953494559017051,False,49
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12143,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1866,abs_step_limit,52,0.7057850278370112,True,52
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13135,1.0,r2egym-qwen3-rl-100-steps-attempt-2,35,3244,agent,33,0.904650530602188,True,34
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16938,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,3126,abs_step_limit,65,0.0008040857950496,False,88
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9711,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,423,abs_step_limit,0,0.0013250222585431,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26113,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,1907,max_step_limit,812,0.8354835309589074,True,812
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6599,0.0,r2egym-qwen3-rl-100-steps-attempt-2,19,2718,agent,263,0.1645164649447396,False,263
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12304,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,924,abs_step_limit,17,0.0005527785886541,False,17
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12713,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,5103,abs_step_limit,58,0.8175744739711883,True,58
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-12973,0.0,r2egym-qwen3-rl-100-steps-attempt-2,41,955,max_step_limit,32,0.8354835452961427,False,30
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-13496,1.0,r2egym-qwen3-rl-100-steps-attempt-2,62,832,token_limit,19,0.075858185766691,True,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16950,0.0,r2egym-qwen3-rl-100-steps-attempt-2,86,0,token_limit,3,1.4738985479697128e-05,False,3
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13279,1.0,r2egym-qwen3-rl-100-steps-attempt-2,20,2385,agent,346,0.7772998663336158,True,346
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-25973,0.0,r2egym-qwen3-rl-100-steps-attempt-2,50,0,token_limit,72,0.0002611902427268,False,72
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-14623,1.0,r2egym-qwen3-rl-100-steps-attempt-2,60,1927,agent_max_step_limit,400,0.6513548646660542,True,401
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13236,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1755,abs_step_limit,644,0.4073334000459302,False,643
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-11510,0.0,r2egym-qwen3-rl-100-steps-attempt-2,35,3416,agent,7,0.8175744761936438,False,7
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13647,0.0,r2egym-qwen3-rl-100-steps-attempt-2,44,795,agent_max_step_limit,76,0.798186768138228,False,76
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23950,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,301,token_limit,4,0.0040701375932026,False,5
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-3095,0.0,r2egym-qwen3-rl-100-steps-attempt-2,61,1507,token_limit,253,0.0031726828498487,False,242
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15268,0.0,r2egym-qwen3-rl-100-steps-attempt-2,66,3702,token_limit,126,0.8354835411997897,False,126
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15875,0.0,r2egym-qwen3-rl-100-steps-attempt-2,15,2809,agent,58,0.7981867705385763,False,58
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11999,1.0,r2egym-qwen3-rl-100-steps-attempt-2,31,2068,agent,30,0.8175744806385542,True,30
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16527,1.0,r2egym-qwen3-rl-100-steps-attempt-2,70,1825,token_limit,6,0.8175744828610095,True,6
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-19637,1.0,r2egym-qwen3-rl-100-steps-attempt-2,31,697,token_limit,40,0.0420877240106761,True,41
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-13798,0.0,r2egym-qwen3-rl-100-steps-attempt-2,55,2721,token_limit,2,0.1329642281726931,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16819,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2804,abs_step_limit,38,0.7310585844894971,True,38
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-7671,0.0,r2egym-qwen3-rl-100-steps-attempt-2,21,1028,agent,0,0.7772998611746912,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8593,0.0,r2egym-qwen3-rl-100-steps-attempt-2,78,906,token_limit,1,0.0004878570411238,False,3
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-23413,0.0,r2egym-qwen3-rl-100-steps-attempt-2,68,2267,token_limit,2,0.0758581763650499,False,2
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15957,0.0,r2egym-qwen3-rl-100-steps-attempt-2,73,4078,token_limit,89,0.0066928499800834,False,89
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22865,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1432,abs_step_limit,56,0.7310585669110203,False,56
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10449,1.0,r2egym-qwen3-rl-100-steps-attempt-2,75,2430,token_limit,30,0.8670357546485407,True,31
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8475,1.0,r2egym-qwen3-rl-100-steps-attempt-2,18,5472,agent,17,0.8807970701552504,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15563,0.0,r2egym-qwen3-rl-100-steps-attempt-2,62,5183,token_limit,28,0.4073334000459302,False,28
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-20428,0.0,r2egym-qwen3-rl-100-steps-attempt-2,82,1910,token_limit,154,0.0028009268734756,False,154
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26291,0.0,r2egym-qwen3-rl-100-steps-attempt-2,94,0,token_limit,49,2.144495862881405e-05,False,49
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7490,1.0,r2egym-qwen3-rl-100-steps-attempt-2,53,1733,agent_max_step_limit,78,0.6513548646660543,True,78
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13158,0.0,r2egym-qwen3-rl-100-steps-attempt-2,45,2516,token_limit,29,0.0066928506828169,False,29
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-8551,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2937,abs_step_limit,28,0.1329642453514593,False,28
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13837,0.0,r2egym-qwen3-rl-100-steps-attempt-2,69,7483,token_limit,50,0.4378234991142019,False,55
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-13398,0.0,r2egym-qwen3-rl-100-steps-attempt-2,56,0,token_limit,68,5.14422074125194e-05,False,68
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-6938,0.0,r2egym-qwen3-rl-100-steps-attempt-2,55,2041,agent_max_step_limit,430,0.5,False,430
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11790,1.0,r2egym-qwen3-rl-100-steps-attempt-2,24,1968,agent,77,0.7981867777396212,True,79
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7521,0.0,r2egym-qwen3-rl-100-steps-attempt-2,49,517,agent_max_step_limit,123,0.8670357477770337,False,122
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-12419,1.0,r2egym-qwen3-rl-100-steps-attempt-2,97,2159,token_limit,25,0.6224593312018545,True,26
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-15017,1.0,r2egym-qwen3-rl-100-steps-attempt-2,98,1592,token_limit,14,0.8175744761936437,True,14
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12406,0.0,r2egym-qwen3-rl-100-steps-attempt-2,72,3506,token_limit,155,0.6791787056691697,False,155
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24562,1.0,r2egym-qwen3-rl-100-steps-attempt-2,13,405,agent,105,0.8933094159957173,True,105
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-10844,1.0,r2egym-qwen3-rl-100-steps-attempt-2,46,1484,agent_max_step_limit,16,0.8519528057272543,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7440,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,0,abs_step_limit,12,5.8291293247581486e-05,False,13
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-2905,0.0,r2egym-qwen3-rl-100-steps-attempt-2,63,2172,token_limit,364,0.6224593312018546,False,365
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-7571,1.0,r2egym-qwen3-rl-100-steps-attempt-2,20,801,agent,14,0.798186768138228,True,14
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16429,1.0,r2egym-qwen3-rl-100-steps-attempt-2,35,3074,agent,21,0.8519528000888386,True,17
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16595,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,2561,max_step_limit,37,0.8354835350552604,True,37
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-26208,0.0,r2egym-qwen3-rl-100-steps-attempt-2,60,588,token_limit,813,0.0534033284815934,False,813
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-14087,0.0,r2egym-qwen3-rl-100-steps-attempt-2,45,1867,token_limit,144,0.0474258762068979,False,143
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11477,0.0,r2egym-qwen3-rl-100-steps-attempt-2,51,3022,token_limit,151,0.0203323544928187,False,153
slimshetty/swebench-verified:sweb.eval.x86_64.scikit-learn__scikit-learn-12682,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,0,abs_step_limit,66,1.6701419849933667e-05,False,66
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15732,0.0,r2egym-qwen3-rl-100-steps-attempt-2,92,3603,token_limit,125,0.0850990432667762,False,124
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13786,1.0,r2egym-qwen3-rl-100-steps-attempt-2,68,1986,token_limit,33,0.8354835330070839,True,33
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14238,1.0,r2egym-qwen3-rl-100-steps-attempt-2,84,2888,token_limit,39,0.8807970826714614,True,40
slimshetty/swebench-verified:sweb.eval.x86_64.astropy__astropy-14182,0.0,r2egym-qwen3-rl-100-steps-attempt-2,43,1035,agent_max_step_limit,9,0.3486451488696663,False,9
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7462,0.0,r2egym-qwen3-rl-100-steps-attempt-2,27,2346,agent,49,0.8670357666736772,False,50
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-10880,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2552,abs_step_limit,54,0.7981867729389246,False,54
slimshetty/swebench-verified:sweb.eval.x86_64.pydata__xarray-7393,0.0,r2egym-qwen3-rl-100-steps-attempt-2,72,1407,token_limit,70,0.0124316482348126,False,70
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13794,0.0,r2egym-qwen3-rl-100-steps-attempt-2,32,3475,agent,19,0.7310585786300048,False,19
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11087,0.0,r2egym-qwen3-rl-100-steps-attempt-2,44,0,token_limit,41,0.0001584361775976,False,41
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-22871,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1427,abs_step_limit,87,0.2018132270610754,False,88
slimshetty/swebench-verified:sweb.eval.x86_64.sympy__sympy-24213,1.0,r2egym-qwen3-rl-100-steps-attempt-2,35,3627,agent,31,0.8670357580842941,True,31
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-7889,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,1950,max_step_limit,5,0.817574478416099,True,7
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12155,1.0,r2egym-qwen3-rl-100-steps-attempt-2,91,2102,token_limit,6,0.7981867849406659,True,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14404,0.0,r2egym-qwen3-rl-100-steps-attempt-2,79,2613,token_limit,323,0.7549149813536518,False,323
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-16899,0.0,r2egym-qwen3-rl-100-steps-attempt-2,88,3191,token_limit,54,0.8933094081846421,False,54
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13551,0.0,r2egym-qwen3-rl-100-steps-attempt-2,16,2364,agent,56,0.6791786861878392,False,57
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15731,1.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1636,abs_step_limit,58,0.0600866548025967,True,57
slimshetty/swebench-verified:sweb.eval.x86_64.pytest-dev__pytest-8399,1.0,r2egym-qwen3-rl-100-steps-attempt-2,79,1413,agent_max_step_limit,59,0.6224593312018546,True,59
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-10673,1.0,r2egym-qwen3-rl-100-steps-attempt-2,41,3062,max_step_limit,9,0.5621765008857981,True,9
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-11179,1.0,r2egym-qwen3-rl-100-steps-attempt-2,40,3547,agent,40,0.8354835391516133,True,40
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-12774,1.0,r2egym-qwen3-rl-100-steps-attempt-2,27,1142,agent,41,0.8519528076067262,True,40
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13516,0.0,r2egym-qwen3-rl-100-steps-attempt-2,66,5507,token_limit,43,0.7549149923816048,False,43
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9591,0.0,r2egym-qwen3-rl-100-steps-attempt-2,67,1900,token_limit,44,0.3775406687981454,False,45
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-15695,0.0,r2egym-qwen3-rl-100-steps-attempt-2,47,3452,agent_max_step_limit,123,0.8519528076067262,False,124
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-14170,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,1036,abs_step_limit,0,0.000108896960795,False,0
slimshetty/swebench-verified:sweb.eval.x86_64.django__django-13112,0.0,r2egym-qwen3-rl-100-steps-attempt-2,63,0,token_limit,63,6.605215236389237e-05,False,63
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-20676,0.0,r2egym-qwen3-rl-100-steps-attempt-2,44,0,token_limit,32,5.8291265441454815e-05,False,32
slimshetty/swebench-verified:sweb.eval.x86_64.sphinx-doc__sphinx-9461,0.0,r2egym-qwen3-rl-100-steps-attempt-2,100,2488,abs_step_limit,59,0.3486451285660856,False,61
slimshetty/swebench-verified:sweb.eval.x86_64.mwaskom__seaborn-3187,0.0,r2egym-qwen3-rl-100-steps-attempt-2,86,2047,token_limit,248,0.651354857898194,False,249
slimshetty/swebench-verified:sweb.eval.x86_64.matplotlib__matplotlib-24149,1.0,r2egym-qwen3-rl-100-steps-attempt-2,18,731,agent,767,0.7310585844894971,True,767
